SID,outcome,group,time
10943,pain,psychological,no time
10943,pain,psychological,time
10943,pain,situation,no time
10943,pain,situation,time
11007,lonely,behavior,no time
11007,lonely,behavior,time
11007,lonely,full,time
11007,lonely,psychological,no time
11007,lonely,psychological,time
11007,lonely,situation,no time
11007,lonely,situation,time
11007,pain,behavior,no time
11007,pain,behavior,time
11007,pain,full,time
11007,pain,psychological,no time
11007,pain,psychological,time
11007,pain,situation,no time
11007,pain,situation,time
11017,lonely,behavior,no time
11017,lonely,behavior,time
11017,lonely,full,time
11017,lonely,psychological,no time
11017,lonely,psychological,time
11017,lonely,situation,no time
11017,lonely,situation,time
11017,pain,behavior,no time
11017,pain,behavior,time
11017,pain,full,time
11017,pain,psychological,no time
11017,pain,psychological,time
11017,pain,situation,no time
11017,pain,situation,time
12009,lonely,behavior,no time
12009,lonely,behavior,time
12009,lonely,full,time
12009,lonely,psychological,no time
12009,lonely,psychological,time
12009,lonely,situation,no time
12009,lonely,situation,time
12009,pain,behavior,no time
12009,pain,behavior,time
12009,pain,full,time
12009,pain,psychological,no time
12009,pain,psychological,time
12009,pain,situation,no time
12009,pain,situation,time
12011,lonely,behavior,no time
12011,lonely,behavior,time
12011,lonely,full,time
12011,lonely,psychological,no time
12011,lonely,psychological,time
12011,lonely,situation,no time
12011,lonely,situation,time
12011,pain,behavior,no time
12011,pain,behavior,time
12011,pain,full,time
12011,pain,psychological,no time
12011,pain,psychological,time
12011,pain,situation,no time
12011,pain,situation,time
12012,lonely,behavior,no time
12012,lonely,behavior,time
12012,lonely,full,time
12012,lonely,psychological,no time
12012,lonely,psychological,time
12012,lonely,situation,no time
12012,lonely,situation,time
12012,pain,behavior,no time
12012,pain,behavior,time
12012,pain,full,time
12012,pain,psychological,no time
12012,pain,psychological,time
12012,pain,situation,no time
12012,pain,situation,time
12013,lonely,behavior,no time
12013,lonely,behavior,time
12013,lonely,full,time
12013,lonely,psychological,no time
12013,lonely,psychological,time
12013,lonely,situation,no time
12013,lonely,situation,time
12013,pain,behavior,no time
12013,pain,behavior,time
12013,pain,full,time
12013,pain,psychological,no time
12013,pain,psychological,time
12013,pain,situation,no time
12013,pain,situation,time
12015,lonely,behavior,no time
12015,lonely,behavior,time
12015,lonely,full,time
12015,lonely,psychological,no time
12015,lonely,psychological,time
12015,lonely,situation,no time
12015,lonely,situation,time
12015,pain,behavior,no time
12015,pain,behavior,time
12015,pain,full,time
12015,pain,psychological,no time
12015,pain,psychological,time
12015,pain,situation,no time
12015,pain,situation,time
12016,lonely,behavior,no time
12016,lonely,behavior,time
12016,lonely,full,time
12016,lonely,psychological,no time
12016,lonely,psychological,time
12016,lonely,situation,no time
12016,lonely,situation,time
12016,pain,behavior,no time
12016,pain,behavior,time
12016,pain,full,time
12016,pain,psychological,no time
12016,pain,psychological,time
12016,pain,situation,no time
12016,pain,situation,time
12017,lonely,behavior,no time
12017,lonely,behavior,time
12017,lonely,full,time
12017,lonely,psychological,no time
12017,lonely,psychological,time
12017,lonely,situation,no time
12017,lonely,situation,time
12017,pain,behavior,no time
12017,pain,behavior,time
12017,pain,full,time
12017,pain,psychological,no time
12017,pain,psychological,time
12017,pain,situation,no time
12017,pain,situation,time
12018,lonely,behavior,no time
12018,lonely,behavior,time
12018,lonely,full,time
12018,lonely,psychological,no time
12018,lonely,psychological,time
12018,lonely,situation,no time
12018,lonely,situation,time
12018,pain,behavior,no time
12018,pain,behavior,time
12018,pain,full,time
12018,pain,psychological,no time
12018,pain,psychological,time
12018,pain,situation,no time
12018,pain,situation,time
12019,lonely,behavior,no time
12019,lonely,behavior,time
12019,lonely,full,time
12019,lonely,psychological,no time
12019,lonely,psychological,time
12019,lonely,situation,no time
12019,lonely,situation,time
12019,pain,behavior,no time
12019,pain,behavior,time
12019,pain,full,time
12019,pain,psychological,no time
12019,pain,psychological,time
12019,pain,situation,no time
12019,pain,situation,time
12020,lonely,behavior,no time
12020,lonely,behavior,time
12020,lonely,full,time
12020,lonely,psychological,no time
12020,lonely,psychological,time
12020,lonely,situation,no time
12020,lonely,situation,time
12020,pain,behavior,no time
12020,pain,behavior,time
12020,pain,full,time
12020,pain,psychological,no time
12020,pain,psychological,time
12020,pain,situation,no time
12020,pain,situation,time
12021,lonely,behavior,no time
12021,lonely,behavior,time
12021,lonely,full,time
12021,lonely,psychological,no time
12021,lonely,psychological,time
12021,lonely,situation,no time
12021,lonely,situation,time
12021,pain,behavior,no time
12021,pain,behavior,time
12021,pain,full,time
12021,pain,psychological,no time
12021,pain,psychological,time
12021,pain,situation,no time
12021,pain,situation,time
12022,lonely,behavior,no time
12022,lonely,behavior,time
12022,lonely,full,time
12022,lonely,psychological,no time
12022,lonely,psychological,time
12022,lonely,situation,no time
12022,lonely,situation,time
12022,pain,behavior,no time
12022,pain,behavior,time
12022,pain,full,time
12022,pain,psychological,no time
12022,pain,psychological,time
12022,pain,situation,no time
12022,pain,situation,time
12024,lonely,behavior,no time
12024,lonely,behavior,time
12024,lonely,full,time
12024,lonely,psychological,no time
12024,lonely,psychological,time
12024,lonely,situation,no time
12024,lonely,situation,time
12024,pain,behavior,no time
12024,pain,behavior,time
12024,pain,full,time
12024,pain,psychological,no time
12024,pain,psychological,time
12024,pain,situation,no time
12024,pain,situation,time
12025,lonely,behavior,no time
12025,lonely,behavior,time
12025,lonely,full,time
12025,lonely,psychological,no time
12025,lonely,psychological,time
12025,lonely,situation,no time
12025,lonely,situation,time
12025,pain,behavior,no time
12025,pain,behavior,time
12025,pain,full,time
12025,pain,psychological,no time
12025,pain,psychological,time
12025,pain,situation,no time
12025,pain,situation,time
12026,pain,behavior,no time
12026,pain,behavior,time
12026,pain,full,time
12026,pain,psychological,no time
12026,pain,psychological,time
12026,pain,situation,no time
12026,pain,situation,time
12028,lonely,behavior,no time
12028,lonely,behavior,time
12028,lonely,full,time
12028,lonely,psychological,no time
12028,lonely,psychological,time
12028,lonely,situation,no time
12028,lonely,situation,time
12028,pain,behavior,no time
12028,pain,behavior,time
12028,pain,full,time
12028,pain,psychological,no time
12028,pain,psychological,time
12028,pain,situation,no time
12028,pain,situation,time
12029,lonely,behavior,no time
12029,lonely,behavior,time
12029,lonely,full,time
12029,lonely,psychological,no time
12029,lonely,psychological,time
12029,lonely,situation,no time
12029,lonely,situation,time
12029,pain,behavior,no time
12029,pain,behavior,time
12029,pain,full,time
12029,pain,psychological,no time
12029,pain,psychological,time
12029,pain,situation,no time
12029,pain,situation,time
12030,lonely,behavior,no time
12030,lonely,behavior,time
12030,lonely,full,time
12030,lonely,psychological,no time
12030,lonely,psychological,time
12030,lonely,situation,no time
12030,lonely,situation,time
12030,pain,behavior,no time
12030,pain,behavior,time
12030,pain,full,time
12030,pain,psychological,no time
12030,pain,psychological,time
12030,pain,situation,no time
12030,pain,situation,time
12033,lonely,behavior,no time
12033,lonely,behavior,time
12033,lonely,full,time
12033,lonely,psychological,no time
12033,lonely,psychological,time
12033,lonely,situation,no time
12033,lonely,situation,time
12033,pain,behavior,no time
12033,pain,behavior,time
12033,pain,full,time
12033,pain,psychological,no time
12033,pain,psychological,time
12033,pain,situation,no time
12033,pain,situation,time
12034,lonely,behavior,no time
12034,lonely,behavior,time
12034,lonely,full,time
12034,lonely,psychological,no time
12034,lonely,psychological,time
12034,lonely,situation,no time
12034,lonely,situation,time
12034,pain,behavior,no time
12034,pain,behavior,time
12034,pain,full,time
12034,pain,psychological,no time
12034,pain,psychological,time
12034,pain,situation,no time
12034,pain,situation,time
12035,lonely,behavior,no time
12035,lonely,behavior,time
12035,lonely,full,time
12035,lonely,psychological,no time
12035,lonely,psychological,time
12035,lonely,situation,no time
12035,lonely,situation,time
12035,pain,behavior,no time
12035,pain,behavior,time
12035,pain,full,time
12035,pain,psychological,no time
12035,pain,psychological,time
12035,pain,situation,no time
12035,pain,situation,time
12036,lonely,behavior,no time
12036,lonely,behavior,time
12036,lonely,full,time
12036,lonely,psychological,no time
12036,lonely,psychological,time
12036,lonely,situation,no time
12036,lonely,situation,time
12036,pain,behavior,no time
12036,pain,behavior,time
12036,pain,full,time
12036,pain,psychological,no time
12036,pain,psychological,time
12036,pain,situation,no time
12036,pain,situation,time
12037,lonely,behavior,no time
12037,lonely,behavior,time
12037,lonely,full,time
12037,lonely,psychological,no time
12037,lonely,psychological,time
12037,lonely,situation,no time
12037,lonely,situation,time
12037,pain,behavior,no time
12037,pain,behavior,time
12037,pain,full,time
12037,pain,psychological,no time
12037,pain,psychological,time
12037,pain,situation,no time
12037,pain,situation,time
12038,lonely,behavior,no time
12038,lonely,behavior,time
12038,lonely,full,time
12038,lonely,psychological,no time
12038,lonely,psychological,time
12038,lonely,situation,no time
12038,lonely,situation,time
12038,pain,behavior,no time
12038,pain,behavior,time
12038,pain,full,time
12038,pain,psychological,no time
12038,pain,psychological,time
12038,pain,situation,no time
12038,pain,situation,time
12040,lonely,behavior,no time
12040,lonely,behavior,time
12040,lonely,full,time
12040,lonely,psychological,no time
12040,lonely,psychological,time
12040,lonely,situation,no time
12040,lonely,situation,time
12040,pain,behavior,no time
12040,pain,behavior,time
12040,pain,full,time
12040,pain,psychological,no time
12040,pain,psychological,time
12040,pain,situation,no time
12040,pain,situation,time
12042,lonely,behavior,no time
12042,lonely,behavior,time
12042,lonely,full,time
12042,lonely,psychological,no time
12042,lonely,psychological,time
12042,lonely,situation,no time
12042,lonely,situation,time
12042,pain,behavior,no time
12042,pain,behavior,time
12042,pain,full,time
12042,pain,psychological,no time
12042,pain,psychological,time
12042,pain,situation,no time
12042,pain,situation,time
12043,lonely,behavior,no time
12043,lonely,behavior,time
12043,lonely,full,time
12043,lonely,psychological,no time
12043,lonely,psychological,time
12043,lonely,situation,no time
12043,lonely,situation,time
12043,pain,behavior,no time
12043,pain,behavior,time
12043,pain,full,time
12043,pain,psychological,no time
12043,pain,psychological,time
12043,pain,situation,no time
12043,pain,situation,time
12045,lonely,behavior,no time
12045,lonely,behavior,time
12045,lonely,full,time
12045,lonely,psychological,no time
12045,lonely,psychological,time
12045,lonely,situation,no time
12045,lonely,situation,time
12045,pain,behavior,no time
12045,pain,behavior,time
12045,pain,full,time
12045,pain,psychological,no time
12045,pain,psychological,time
12045,pain,situation,no time
12045,pain,situation,time
12046,lonely,behavior,no time
12046,lonely,behavior,time
12046,lonely,full,time
12046,lonely,psychological,no time
12046,lonely,psychological,time
12046,lonely,situation,no time
12046,lonely,situation,time
12046,pain,behavior,no time
12046,pain,behavior,time
12046,pain,full,time
12046,pain,psychological,no time
12046,pain,psychological,time
12046,pain,situation,no time
12046,pain,situation,time
12048,lonely,behavior,no time
12048,lonely,behavior,time
12048,lonely,full,time
12048,lonely,psychological,no time
12048,lonely,psychological,time
12048,lonely,situation,no time
12048,lonely,situation,time
12048,pain,behavior,no time
12048,pain,behavior,time
12048,pain,full,time
12048,pain,psychological,no time
12048,pain,psychological,time
12048,pain,situation,no time
12048,pain,situation,time
12051,lonely,behavior,no time
12051,lonely,behavior,time
12051,lonely,full,time
12051,lonely,psychological,no time
12051,lonely,psychological,time
12051,lonely,situation,no time
12051,lonely,situation,time
12051,pain,behavior,no time
12051,pain,behavior,time
12051,pain,full,time
12051,pain,psychological,no time
12051,pain,psychological,time
12051,pain,situation,no time
12051,pain,situation,time
12053,lonely,behavior,no time
12053,lonely,behavior,time
12053,lonely,full,time
12053,lonely,psychological,no time
12053,lonely,psychological,time
12053,lonely,situation,no time
12053,lonely,situation,time
12053,pain,behavior,no time
12053,pain,behavior,time
12053,pain,full,time
12053,pain,psychological,no time
12053,pain,psychological,time
12053,pain,situation,no time
12053,pain,situation,time
12054,lonely,behavior,no time
12054,lonely,behavior,time
12054,lonely,full,time
12054,lonely,psychological,no time
12054,lonely,psychological,time
12054,lonely,situation,no time
12054,lonely,situation,time
12054,pain,behavior,no time
12054,pain,behavior,time
12054,pain,full,time
12054,pain,psychological,no time
12054,pain,psychological,time
12054,pain,situation,no time
12054,pain,situation,time
12056,lonely,behavior,no time
12056,lonely,behavior,time
12056,lonely,full,time
12056,lonely,psychological,no time
12056,lonely,psychological,time
12056,lonely,situation,no time
12056,lonely,situation,time
12056,pain,behavior,no time
12056,pain,behavior,time
12056,pain,full,time
12056,pain,psychological,no time
12056,pain,psychological,time
12056,pain,situation,no time
12056,pain,situation,time
12057,lonely,behavior,no time
12057,lonely,behavior,time
12057,lonely,full,time
12057,lonely,psychological,no time
12057,lonely,psychological,time
12057,lonely,situation,no time
12057,lonely,situation,time
12057,pain,behavior,no time
12057,pain,behavior,time
12057,pain,full,time
12057,pain,psychological,no time
12057,pain,psychological,time
12057,pain,situation,no time
12057,pain,situation,time
12059,lonely,behavior,no time
12059,lonely,behavior,time
12059,lonely,full,time
12059,lonely,psychological,no time
12059,lonely,psychological,time
12059,lonely,situation,no time
12059,lonely,situation,time
12059,pain,behavior,no time
12059,pain,behavior,time
12059,pain,full,time
12059,pain,psychological,no time
12059,pain,psychological,time
12059,pain,situation,no time
12059,pain,situation,time
12060,lonely,behavior,no time
12060,lonely,behavior,time
12060,lonely,full,time
12060,lonely,psychological,no time
12060,lonely,psychological,time
12060,lonely,situation,no time
12060,lonely,situation,time
12060,pain,behavior,no time
12060,pain,behavior,time
12060,pain,full,time
12060,pain,psychological,no time
12060,pain,psychological,time
12060,pain,situation,no time
12060,pain,situation,time
12061,lonely,behavior,no time
12061,lonely,behavior,time
12061,lonely,full,time
12061,lonely,psychological,no time
12061,lonely,psychological,time
12061,lonely,situation,no time
12061,lonely,situation,time
12061,pain,behavior,no time
12061,pain,behavior,time
12061,pain,full,time
12061,pain,psychological,no time
12061,pain,psychological,time
12061,pain,situation,no time
12061,pain,situation,time
12063,lonely,behavior,no time
12063,lonely,behavior,time
12063,lonely,full,time
12063,lonely,psychological,no time
12063,lonely,psychological,time
12063,lonely,situation,no time
12063,lonely,situation,time
12063,pain,behavior,no time
12063,pain,behavior,time
12063,pain,full,time
12063,pain,psychological,no time
12063,pain,psychological,time
12063,pain,situation,no time
12063,pain,situation,time
12065,lonely,behavior,no time
12065,lonely,behavior,time
12065,lonely,full,time
12065,lonely,psychological,no time
12065,lonely,psychological,time
12065,lonely,situation,no time
12065,lonely,situation,time
12065,pain,behavior,no time
12065,pain,behavior,time
12065,pain,full,time
12065,pain,psychological,no time
12065,pain,psychological,time
12065,pain,situation,no time
12065,pain,situation,time
12066,lonely,behavior,no time
12066,lonely,behavior,time
12066,lonely,full,time
12066,lonely,psychological,no time
12066,lonely,psychological,time
12066,lonely,situation,no time
12066,lonely,situation,time
12066,pain,behavior,no time
12066,pain,behavior,time
12066,pain,full,time
12066,pain,psychological,no time
12066,pain,psychological,time
12066,pain,situation,no time
12066,pain,situation,time
12067,lonely,behavior,no time
12067,lonely,behavior,time
12067,lonely,full,time
12067,lonely,psychological,no time
12067,lonely,psychological,time
12067,lonely,situation,no time
12067,lonely,situation,time
12067,pain,behavior,no time
12067,pain,behavior,time
12067,pain,full,time
12067,pain,psychological,no time
12067,pain,psychological,time
12067,pain,situation,no time
12067,pain,situation,time
12071,lonely,behavior,no time
12071,lonely,behavior,time
12071,lonely,full,time
12071,lonely,psychological,no time
12071,lonely,psychological,time
12071,lonely,situation,no time
12071,lonely,situation,time
12071,pain,behavior,no time
12071,pain,behavior,time
12071,pain,full,time
12071,pain,psychological,no time
12071,pain,psychological,time
12071,pain,situation,no time
12071,pain,situation,time
12072,lonely,behavior,no time
12072,lonely,behavior,time
12072,lonely,full,time
12072,lonely,psychological,no time
12072,lonely,psychological,time
12072,lonely,situation,no time
12072,lonely,situation,time
12072,pain,behavior,no time
12072,pain,behavior,time
12072,pain,full,time
12072,pain,psychological,no time
12072,pain,psychological,time
12072,pain,situation,no time
12072,pain,situation,time
12073,lonely,behavior,no time
12073,lonely,behavior,time
12073,lonely,full,time
12073,lonely,psychological,no time
12073,lonely,psychological,time
12073,lonely,situation,no time
12073,lonely,situation,time
12073,pain,behavior,no time
12073,pain,behavior,time
12073,pain,full,time
12073,pain,psychological,no time
12073,pain,psychological,time
12073,pain,situation,no time
12073,pain,situation,time
12076,lonely,behavior,no time
12076,lonely,behavior,time
12076,lonely,full,time
12076,lonely,psychological,no time
12076,lonely,psychological,time
12076,lonely,situation,no time
12076,lonely,situation,time
12076,pain,behavior,no time
12076,pain,behavior,time
12076,pain,full,time
12076,pain,psychological,no time
12076,pain,psychological,time
12076,pain,situation,no time
12076,pain,situation,time
12079,lonely,behavior,no time
12079,lonely,behavior,time
12079,lonely,full,time
12079,lonely,psychological,no time
12079,lonely,psychological,time
12079,lonely,situation,no time
12079,lonely,situation,time
12079,pain,behavior,no time
12079,pain,behavior,time
12079,pain,full,time
12079,pain,psychological,no time
12079,pain,psychological,time
12079,pain,situation,no time
12079,pain,situation,time
12081,lonely,behavior,no time
12081,lonely,behavior,time
12081,lonely,full,time
12081,lonely,psychological,no time
12081,lonely,psychological,time
12081,lonely,situation,no time
12081,lonely,situation,time
12081,pain,behavior,no time
12081,pain,behavior,time
12081,pain,full,time
12081,pain,psychological,no time
12081,pain,psychological,time
12081,pain,situation,no time
12081,pain,situation,time
12083,lonely,behavior,no time
12083,lonely,behavior,time
12083,lonely,full,time
12083,lonely,psychological,no time
12083,lonely,psychological,time
12083,lonely,situation,no time
12083,lonely,situation,time
12083,pain,behavior,no time
12083,pain,behavior,time
12083,pain,full,time
12083,pain,psychological,no time
12083,pain,psychological,time
12083,pain,situation,no time
12083,pain,situation,time
12084,lonely,behavior,no time
12084,lonely,behavior,time
12084,lonely,full,time
12084,lonely,psychological,no time
12084,lonely,psychological,time
12084,lonely,situation,no time
12084,lonely,situation,time
12084,pain,behavior,no time
12084,pain,behavior,time
12084,pain,full,time
12084,pain,psychological,no time
12084,pain,psychological,time
12084,pain,situation,no time
12084,pain,situation,time
12087,pain,behavior,no time
12087,pain,behavior,time
12087,pain,full,time
12087,pain,psychological,no time
12087,pain,psychological,time
12087,pain,situation,no time
12087,pain,situation,time
12088,lonely,behavior,no time
12088,lonely,behavior,time
12088,lonely,full,time
12088,lonely,psychological,no time
12088,lonely,psychological,time
12088,lonely,situation,no time
12088,lonely,situation,time
12088,pain,behavior,no time
12088,pain,behavior,time
12088,pain,full,time
12088,pain,psychological,no time
12088,pain,psychological,time
12088,pain,situation,no time
12088,pain,situation,time
12089,pain,behavior,no time
12089,pain,behavior,time
12089,pain,full,time
12089,pain,situation,no time
12089,pain,situation,time
12090,lonely,behavior,no time
12090,lonely,behavior,time
12090,lonely,full,time
12090,lonely,psychological,no time
12090,lonely,psychological,time
12090,lonely,situation,no time
12090,lonely,situation,time
12090,pain,behavior,no time
12090,pain,behavior,time
12090,pain,full,time
12090,pain,psychological,no time
12090,pain,psychological,time
12090,pain,situation,no time
12090,pain,situation,time
12091,lonely,behavior,no time
12091,lonely,behavior,time
12091,lonely,full,time
12091,lonely,psychological,no time
12091,lonely,psychological,time
12091,lonely,situation,no time
12091,lonely,situation,time
12091,pain,behavior,no time
12091,pain,behavior,time
12091,pain,full,time
12091,pain,psychological,no time
12091,pain,psychological,time
12091,pain,situation,no time
12091,pain,situation,time
12092,lonely,behavior,no time
12092,lonely,behavior,time
12092,lonely,full,time
12092,lonely,psychological,no time
12092,lonely,psychological,time
12092,lonely,situation,no time
12092,lonely,situation,time
12092,pain,behavior,no time
12092,pain,behavior,time
12092,pain,full,time
12092,pain,psychological,no time
12092,pain,psychological,time
12092,pain,situation,no time
12092,pain,situation,time
12094,lonely,behavior,no time
12094,lonely,behavior,time
12094,lonely,full,time
12094,lonely,psychological,no time
12094,lonely,psychological,time
12094,lonely,situation,no time
12094,lonely,situation,time
12094,pain,behavior,no time
12094,pain,behavior,time
12094,pain,full,time
12094,pain,psychological,no time
12094,pain,psychological,time
12094,pain,situation,no time
12094,pain,situation,time
12095,lonely,behavior,no time
12095,lonely,behavior,time
12095,lonely,full,time
12095,lonely,psychological,no time
12095,lonely,psychological,time
12095,lonely,situation,no time
12095,lonely,situation,time
12095,pain,behavior,no time
12095,pain,behavior,time
12095,pain,full,time
12095,pain,psychological,no time
12095,pain,psychological,time
12095,pain,situation,no time
12095,pain,situation,time
12096,lonely,behavior,no time
12096,lonely,behavior,time
12096,lonely,full,time
12096,lonely,psychological,no time
12096,lonely,psychological,time
12096,lonely,situation,no time
12096,lonely,situation,time
12096,pain,behavior,no time
12096,pain,behavior,time
12096,pain,full,time
12096,pain,psychological,no time
12096,pain,psychological,time
12096,pain,situation,no time
12096,pain,situation,time
12099,lonely,behavior,no time
12099,lonely,behavior,time
12099,lonely,full,time
12099,lonely,psychological,no time
12099,lonely,psychological,time
12099,lonely,situation,no time
12099,lonely,situation,time
12099,pain,behavior,no time
12099,pain,behavior,time
12099,pain,full,time
12099,pain,psychological,no time
12099,pain,psychological,time
12099,pain,situation,no time
12099,pain,situation,time
12100,lonely,behavior,no time
12100,lonely,behavior,time
12100,lonely,full,time
12100,lonely,psychological,no time
12100,lonely,psychological,time
12100,lonely,situation,no time
12100,lonely,situation,time
12100,pain,behavior,no time
12100,pain,behavior,time
12100,pain,full,time
12100,pain,psychological,no time
12100,pain,psychological,time
12100,pain,situation,no time
12100,pain,situation,time
12102,lonely,behavior,no time
12102,lonely,behavior,time
12102,lonely,full,time
12102,lonely,psychological,no time
12102,lonely,psychological,time
12102,lonely,situation,no time
